age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass_Local-gov,workclass_Private,workclass_Self-emp-inc,workclass_Self-emp-not-inc,workclass_State-gov,workclass_Without-pay,education_11th,education_12th,education_1st-4th,education_5th-6th,education_7th-8th,education_9th,education_Assoc-acdm,education_Assoc-voc,education_Bachelors,education_Doctorate,education_HS-grad,education_Masters,education_Preschool,education_Prof-school,education_Some-college,marital-status_Married-AF-spouse,marital-status_Married-civ-spouse,marital-status_Married-spouse-absent,marital-status_Never-married,marital-status_Separated,marital-status_Widowed,occupation_Armed-Forces,occupation_Craft-repair,occupation_Exec-managerial,occupation_Farming-fishing,occupation_Handlers-cleaners,occupation_Machine-op-inspct,occupation_Other-service,occupation_Priv-house-serv,occupation_Prof-specialty,occupation_Protective-serv,occupation_Sales,occupation_Tech-support,occupation_Transport-moving,relationship_Not-in-family,relationship_Other-relative,relationship_Own-child,relationship_Unmarried,relationship_Wife,race_Asian-Pac-Islander,race_Black,race_Other,race_White,sex_Male,native-country_Canada,native-country_China,native-country_Columbia,native-country_Cuba,native-country_Dominican-Republic,native-country_Ecuador,native-country_El-Salvador,native-country_England,native-country_France,native-country_Germany,native-country_Greece,native-country_Guatemala,native-country_Haiti,native-country_Holand-Netherlands,native-country_Honduras,native-country_Hong,native-country_Hungary,native-country_India,native-country_Iran,native-country_Ireland,native-country_Italy,native-country_Jamaica,native-country_Japan,native-country_Laos,native-country_Mexico,native-country_Nicaragua,native-country_Outlying-US(Guam-USVI-etc),native-country_Peru,native-country_Philippines,native-country_Poland,native-country_Portugal,native-country_Puerto-Rico,native-country_Scotland,native-country_South,native-country_Taiwan,native-country_Thailand,native-country_Trinadad&Tobago,native-country_United-States,native-country_Vietnam,native-country_Yugoslavia,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass_Local-gov,workclass_Private,workclass_Self-emp-inc,workclass_Self-emp-not-inc,workclass_State-gov,workclass_Without-pay,education_11th,education_12th,education_1st-4th,education_5th-6th,education_7th-8th,education_9th,education_Assoc-acdm,education_Assoc-voc,education_Bachelors,education_Doctorate,education_HS-grad,education_Masters,education_Preschool,education_Prof-school,education_Some-college,marital-status_Married-AF-spouse,marital-status_Married-civ-spouse,marital-status_Married-spouse-absent,marital-status_Never-married,marital-status_Separated,marital-status_Widowed,occupation_Armed-Forces,occupation_Craft-repair,occupation_Exec-managerial,occupation_Farming-fishing,occupation_Handlers-cleaners,occupation_Machine-op-inspct,occupation_Other-service,occupation_Priv-house-serv,occupation_Prof-specialty,occupation_Protective-serv,occupation_Sales,occupation_Tech-support,occupation_Transport-moving,relationship_Not-in-family,relationship_Other-relative,relationship_Own-child,relationship_Unmarried,relationship_Wife,race_Asian-Pac-Islander,race_Black,race_Other,race_White,sex_Male,native-country_Canada,native-country_China,native-country_Columbia,native-country_Cuba,native-country_Dominican-Republic,native-country_Ecuador,native-country_El-Salvador,native-country_England,native-country_France,native-country_Germany,native-country_Greece,native-country_Guatemala,native-country_Haiti,native-country_Holand-Netherlands,native-country_Honduras,native-country_Hong,native-country_Hungary,native-country_India,native-country_Iran,native-country_Ireland,native-country_Italy,native-country_Jamaica,native-country_Japan,native-country_Laos,native-country_Mexico,native-country_Nicaragua,native-country_Outlying-US(Guam-USVI-etc),native-country_Peru,native-country_Philippines,native-country_Poland,native-country_Portugal,native-country_Puerto-Rico,native-country_Scotland,native-country_South,native-country_Taiwan,native-country_Thailand,native-country_Trinadad&Tobago,native-country_United-States,native-country_Vietnam,native-country_Yugoslavia,Actual Class,Prediction
-0.006508251842746334,-0.0008942314162047957,0.1028550092509564,-0.018275192857813153,-0.005680746967481739,-0.033657485483041115,9.851705734888448e-05,0.00037018602090995334,-0.0006863154632431052,0.0010561372462502174,1.6167728060055538e-05,0.0,0.0006525635048033029,-7.882098471437263e-07,1.8747509470834547e-05,8.29442193859269e-05,0.000749244386281766,5.099454003880258e-05,-4.426378471588691e-05,-0.00023242780246805257,0.05237928921540127,-0.0011127649507005509,0.012075428149905802,-0.001628439977514814,0.0,-0.0016438366650188393,-0.0013447702831772925,-4.368636462992202e-06,0.08103988644482085,3.671749839000296e-05,0.027376653206885208,0.00014410210540645376,0.0001403687609149859,0.0,0.0018366951873025161,-0.013202001538554959,0.0009127707293789869,0.0008727864224801171,0.0005309787771606661,0.003208607819836227,5.823756663291437e-06,-0.005930640292452172,-0.00013998480299035312,-0.000587291351081056,-0.00037156271315312404,-0.015752534820320407,0.02882255891276731,0.0009426862210127438,0.012366754764762199,0.006020094050318971,-0.0032391730376498426,-0.0003729789091745103,0.00039177376371971593,3.960540706567214e-06,0.0010271858001349265,0.011475194868769682,2.382867305664106e-07,0.0,0.0,0.0,0.0,0.0,0.0,-1.5313007981046812e-06,0.0,-1.4589936497644704e-06,0.0,1.594362613779831e-07,0.0,0.0,0.0,0.0,0.0,-1.0963955062875476e-06,0.0,0.0,0.0,0.0,-3.204514740167294e-06,0.0,0.0004021328160144405,0.0,0.0,0.0,-8.473245269534272e-05,0.0,3.378472616679781e-06,-1.1502225071910125e-06,0.0,0.0,0.0,0.0,0.0,-0.014199395529200649,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015186091951096992,0.0011348278852391061,-0.031468663512953375,-0.013235204971445608,-0.004022666039130031,-0.01653720862062267,0.002855609005864992,0.0045827059374886,-0.0010999336117837881,0.0003075633460555064,9.417809267508339e-06,0.0,0.00021973375598439605,2.8890425251907045e-05,2.1687500857315994e-05,5.7206447698978564e-05,0.000403229423071344,4.782310372969229e-05,-0.00015988071535896658,-0.00034568907341150446,-0.006172573814157669,-0.0006616776832823242,-0.0046832293203931214,-0.0034976043893647194,0.0,-0.0011798064243917817,-0.0009971565305424254,-2.6509983156497173e-05,-0.06427286811688081,-5.066175504193747e-06,0.009728441870762805,9.337784911626879e-05,-0.004494701733692344,0.0,-0.00021345544070543464,-0.00793977354653252,0.00020639078325219052,0.0003524291629254711,0.00017368655995707224,-0.028493271828859214,1.2017513315167663e-05,-0.005526865093130484,-5.6714084157375004e-05,-0.0004015728888807268,-0.00014288547414237482,-0.00012015728375827749,0.008282309540065464,0.00044935022198240696,0.005828819885663353,-0.029077044202032803,-0.0038097703830404506,6.287851329238602e-05,-0.0027306530831644627,-4.595684654239263e-08,-0.004618276033430636,-0.023804852291386486,8.951315318748119e-07,0.0,0.0,0.0,0.0,0.0,0.0,-1.880714983721234e-06,0.0,-1.2404815107132778e-05,0.0,2.543485415608247e-07,0.0,0.0,0.0,0.0,0.0,-3.3370786852336768e-06,0.0,0.0,0.0,0.0,-2.6057495088789203e-06,0.0,0.0002067567982913202,0.0,0.0,0.0,6.6417908439593415e-06,0.0,-2.4733995555853134e-07,-1.4354662913381129e-05,0.0,0.0,0.0,0.0,0.0,0.0002877450897993503,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.025774651157823326,0.0033638080840673584,-0.027137881694107406,-0.01892558871933131,-0.006049281451783538,0.020339857544309756,-0.000882154887872012,0.0074977949857160785,-0.0010376231857501285,-0.011255348071834552,5.3745883448118054e-05,0.0,0.001027907646769639,6.259204646269415e-05,6.089351323432379e-05,5.948902913335651e-05,0.0014055635778310786,0.00018778242109774435,0.007484767887966522,-0.0003693253501909264,-0.009964379394490045,-0.0008253863785181048,0.009300190740283034,-0.0039301036409282895,0.0,-0.001439813768104034,-0.0028131792950076974,-7.142887665969804e-06,0.07473181349500803,3.0249708572708125e-05,0.017566439920990586,0.00012524478597024643,0.00012414124486529712,0.0,0.0009405807348168777,-0.01001279656162311,0.0009383365631103018,0.0005683478007919027,0.0007150668893533714,0.005025162613695634,1.1560091878983145e-05,-0.008587329437566963,-0.00010013849385619816,-0.0009286458787276129,-0.0003018475801203035,-0.011851749389578331,0.020950798301178047,0.0008024991907149972,0.01291118149763488,0.006074509394783992,-0.0023626180885800508,4.5922606495520925e-05,0.0006040227147382319,-1.8749159804154868e-06,0.0016224045763351467,0.008939527730907821,7.456137692951516e-07,0.0,0.0,0.0,0.0,0.0,0.0,-1.725397612934858e-06,0.0,-2.177206824521914e-06,0.0,3.047180627581713e-07,0.0,0.0,0.0,0.0,0.0,-3.838295918112833e-07,0.0,0.0,0.0,0.0,-3.2110374022803478e-06,0.0,0.0005049096378824686,0.0,0.0,0.0,3.1131040287317337e-06,0.0,1.1997101100726234e-05,-1.3192367752287644e-06,0.0,0.0,0.0,0.0,0.0,0.0009249011912745257,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016869023779406144,-0.0006475327503671531,-0.03052535253897961,-0.017139468968697426,-0.00420462636596594,-0.018899350542272448,0.00012841919997857944,0.0033006959772894978,-0.0010717956708306536,-0.002188729571875035,7.393597337720359e-05,0.0,0.0003042231999338784,6.684059832736121e-05,3.5852887907427983e-05,5.543159861990118e-05,0.0003697583056902234,5.630757358958154e-05,-6.267341660744528e-05,-0.00043089031251245273,-0.0057430190169638125,-0.0010015503665393429,-0.007089642961676943,-0.0029870983420938455,0.0,-0.0017139320376910643,-0.001777018566803472,-2.644874288627132e-05,-0.069689385632481,1.6210147247990574e-05,0.01058608681437081,1.03661572388643e-06,-0.0031149790466941086,0.0,-0.0003906422619753289,-0.008375282119103447,-0.008736823778179402,0.0005193971870147312,0.00029183752757783133,0.003563632954112512,3.6793337338262215e-05,-0.006804360585980746,-8.90413670006481e-05,-0.0004227329666672417,-0.0003421990482028779,0.00017824250105021784,-0.04098246742246908,0.0004247785581224265,0.006449172621860389,0.0029028584772160075,-0.0018871189046833895,2.33336142709271e-05,0.00034297099877597957,-3.1315633700286828e-06,0.0007244671449077416,0.010276572709323924,2.7564555926906313e-06,0.0,0.0,0.0,0.0,0.0,0.0,-1.3603422201805016e-05,0.0,-6.75354077353972e-06,0.0,1.3958134584261007e-06,0.0,0.0,0.0,0.0,0.0,-1.0960742771790231e-06,0.0,0.0,0.0,0.0,-2.436933080537483e-06,0.0,0.0002496436280989836,0.0,0.0,0.0,4.040490018575231e-07,0.0,7.681751040771258e-07,-5.662164096128821e-06,0.0,0.0,0.0,0.0,0.0,0.0003198554008422928,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.044365285152978995,-0.00012556889738069276,-0.017827663464521276,-0.012121576106680711,-0.002964274333831502,-0.0063705427279046505,-5.436034330516706e-05,-0.0010439006675671029,-0.0004196528177830615,4.9983865359847635e-05,3.223309093009594e-05,0.0,0.0002558446746723208,1.6693088345300406e-05,1.2272313561432889e-05,4.858610110256002e-05,0.00027508636778075866,2.9121244253730117e-05,-2.384358270886758e-05,-0.0002739632772270846,-0.004621461355479925,-0.0005091268114100275,0.002405128743368856,-0.002208501066026341,0.0,-0.0011401436304627757,0.0003013896835146888,-1.7908808025926732e-05,-0.059707599377964056,-6.351346464877289e-07,-0.0318086772489259,6.555250146113286e-05,4.491851396967982e-05,0.0,2.5477849157945504e-05,-0.00616889786915099,0.00018924833314202936,0.00034392654567785207,0.0002292038015411038,0.0017982655749370594,9.273703408792484e-06,-0.004506035154839048,-0.00015797747087619343,-0.0001824229635444732,-0.0001369129329828272,4.157009878313751e-05,0.004771372651651881,0.00029913061164945574,-0.0352029091231886,0.002199071218227799,-0.0035929806471057977,0.0003833929112739811,0.0003546930485798384,-8.28442247690271e-06,-0.003342070755509201,-0.01385540192031589,3.869178983904669e-07,0.0,0.0,0.0,0.0,0.0,0.0,-2.775923303638615e-06,0.0,-2.611160790022482e-06,0.0,2.648504405531724e-07,0.0,0.0,0.0,0.0,0.0,-8.339684808130994e-06,0.0,0.0,0.0,0.0,-2.140079417644681e-06,0.0,0.00012988482809045055,0.0,0.0,0.0,-6.70817158847077e-06,0.0,7.681751040771258e-07,-1.574314496807837e-06,0.0,0.0,0.0,0.0,0.0,-0.0018894952204750039,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.0040213159107333404,-0.00038908485533517556,-0.026187818331857647,-0.01569474731023027,-0.004340630497937938,-0.013622368025748847,-0.00021630880257313533,0.006217739612500789,-0.0009699037602418091,0.00031475007839191344,0.00036492458197532316,0.0,0.00032834079093016066,2.5918680133364323e-05,4.379781562610636e-05,5.292142301522887e-05,0.0003691906550437686,3.923504886181762e-05,7.221958294954131e-05,-0.0003256901589226915,-0.006140623347230905,-0.0008721709538030279,0.0035794082797877226,-0.002784521711511512,0.0,-0.0016360316998793342,0.0013335995127240344,-2.7700342054826482e-05,-0.07523814991683928,1.732751960617735e-05,0.01194922293413149,0.00012188458484641521,9.40766351209562e-05,0.0,0.0002201654968815742,-0.00795480938000292,0.00022809727950220572,0.0003915179174444762,0.00046493716244794584,0.0034311523938176072,2.6590602558810862e-05,-0.004907185305247388,-0.00016056279848796043,-0.0004622312816267531,-0.00014556196209138242,0.00012114145962846102,-0.042952458881002964,0.0004676001813452269,0.0068821597101385015,0.00352319625489889,-0.0050586545707823,3.68819051635629e-05,9.078270908338818e-05,-1.1163162812859953e-05,0.00048170148941885436,-0.020776276539580363,6.918684325993486e-07,0.0,0.0,0.0,0.0,0.0,0.0,-1.5130336462716391e-05,0.0,-1.585174649953571e-05,0.0,1.3958134584261007e-06,0.0,0.0,0.0,0.0,0.0,-1.1558793555690774e-06,0.0,0.0,0.0,0.0,-2.3037710315658243e-06,0.0,0.00018799311482087304,0.0,0.0,0.0,1.8906208491885257e-07,0.0,8.044415025386988e-07,-6.299926085829316e-06,0.0,0.0,0.0,0.0,0.0,0.0002455027082775811,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.028570416315055316,-0.0014589800192365383,-0.040219681353819946,-0.0191011708672763,-0.0066941145454740844,0.017822109345478995,-8.136491033242118e-05,-0.0020981723606326988,-0.0010504177501688076,0.0019718475308514653,3.8544591852682995e-05,0.0,0.0009627134882721939,0.00012236561897382834,7.064215806633012e-05,0.00012770520266594524,0.000896175928602185,0.0001847084924748887,-0.00028978921949176026,-0.0008056285603743931,-0.011938812445614505,-0.0006267687650295884,-0.01553415092764986,-0.004162473875853874,0.0,-0.0013992291136623587,-0.004266905101801056,-7.144240440822119e-06,0.06502049949031762,5.346699239921967e-05,0.017000847949398618,0.00017720521490993536,7.620125477059286e-05,0.0,0.00014918668595819584,-0.012175386413956628,-0.01986308831392435,0.0004179835568821872,0.0005813121072784048,0.005194078358568721,9.956390053249835e-06,-0.007920159601598942,-7.117994823261826e-05,-0.0006693630178336855,-0.00046297999663707444,0.00021085697139900468,0.018090622646980727,0.0008848078030809928,0.011313883601970868,0.006071121978494392,-0.0015942928911209279,3.791790566516365e-05,0.0003856163134521807,-1.3396597309907976e-06,0.0011651782304080488,0.01138957246314004,7.456137692951516e-07,0.0,0.0,0.0,0.0,0.0,0.0,-2.084231174900906e-06,0.0,-2.4545671333448172e-06,0.0,2.648504405531724e-07,0.0,0.0,0.0,0.0,0.0,-4.958210488772856e-07,0.0,0.0,0.0,0.0,-4.075897459711006e-06,0.0,0.00046114747115169884,0.0,0.0,0.0,6.462121448924749e-06,0.0,2.6021068685272924e-06,-1.3198958492805167e-06,0.0,0.0,0.0,0.0,0.0,0.0006979553503796316,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.02403919206155956,-0.004517956765006205,-0.059785008237414984,-0.01744308850230279,-0.005231271929968191,-0.011679546927219106,-0.00016070215526100667,0.010738573221345164,-0.0008713351919562598,0.0011790843787164787,9.895443488275859e-05,0.0,0.0008303829278526895,0.00012695570660026926,4.912392246962729e-05,7.170444932042907e-05,0.0008874729973203453,0.00012225465736240247,-0.0005494940743452897,-0.0005888684772968546,-0.01113595239263526,-0.0009727283644810817,0.0013855230171079735,-0.003650197497740085,0.0,-0.0013143359428023412,-0.002684581690910613,-7.194878027836949e-06,0.06570757102047244,5.6753646642805014e-05,0.018193975405694906,0.00011773964388797589,7.594073971097998e-05,0.0,-0.004957307276718214,-0.0116906387467023,0.0003788030678517362,0.00052403529160545,0.0006862330951510821,0.0045437731676590916,8.456381883283314e-06,-0.008833064401163732,-0.0002999164069428082,-0.0010285895005760761,-0.00040449136482863403,4.972465628040689e-05,0.01889152492915064,0.0009410839160275279,0.011105282839704984,0.0058633963353869846,-0.0019265198282411536,1.0192463707675861e-05,0.00038899491231881965,2.0387846021098605e-05,0.0012911469595552573,0.011051672499532135,3.4034220456050086e-07,0.0,0.0,0.0,0.0,0.0,0.0,-1.9892614572491946e-06,0.0,-1.92101715662038e-06,0.0,2.648504405531724e-07,0.0,0.0,0.0,0.0,0.0,-3.838295918112833e-07,0.0,0.0,0.0,0.0,-3.216631928711974e-06,0.0,0.0004976472846761779,0.0,0.0,0.0,6.397541532232502e-07,0.0,2.7252492356843863e-06,-1.6634383009785831e-06,0.0,0.0,0.0,0.0,0.0,0.0007388019534900023,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.04567044889551629,8.156471455344859e-05,-0.024009907999365414,-0.012037265642509232,-0.002885557568297243,-0.011302143521914705,-5.6337910728384084e-05,-0.001035031295491276,-0.0004964035877049986,4.490617410097179e-05,2.85321513510106e-05,0.0,-0.005057270774879922,-1.066514198655745e-05,1.303813657879897e-05,4.7147151089399e-05,0.00026997263193949547,2.9689084788146925e-05,-3.253053725595437e-05,-0.00044646169102757245,-0.004722344304375743,-0.0005665472156965141,0.0015712012664087242,-0.002200664936576602,0.0,-0.0012653544303844095,-0.0005870344331804785,-1.7802818138450748e-05,-0.05492252908394387,-1.905729763156887e-07,-0.03278104878709153,2.9412599805593132e-05,2.9330271223395792e-05,0.0,0.00019801576112437645,-0.006462925284653182,0.00019045482653757013,0.00043176953013868293,0.0002615043305426528,0.0018577418750862812,8.955583752484671e-06,-0.004581405143586537,-0.00013591399624727978,-0.0002994563290356712,-0.00020146257047600144,0.0007153649103274229,0.005359239900624839,0.0003814204299116851,-0.03599198206262737,0.00193036409325414,-0.0017804392148439096,1.7422783862850568e-05,0.00027975608866050324,-1.3377813619862144e-05,0.0005674020258043285,0.006250023754282518,6.918684325993486e-07,0.0,0.0,0.0,0.0,0.0,0.0,-2.231438147807773e-06,0.0,-1.7094204034275652e-06,0.0,2.648504405531724e-07,0.0,0.0,0.0,0.0,0.0,-6.006918199199024e-07,0.0,0.0,0.0,0.0,-2.2301946662009384e-06,0.0,0.00012733561126890115,0.0,0.0,0.0,-8.163530791492812e-07,0.0,7.681751040771258e-07,-1.53909691575804e-06,0.0,0.0,0.0,0.0,0.0,0.0003394531378471274,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02903948851242559,0.0009617609317123397,0.1290794561862542,-0.01775221589203722,-0.004665278408644966,0.024029291518958017,0.0016856842532814833,-0.0017435757251818955,-0.0014635495444454661,0.00023297233394575152,0.00011913726116742183,0.0,0.00043959590140876277,3.1775836216722426e-05,1.548817116529702e-05,4.385764437929521e-05,0.0003677107931509624,4.0106147485591406e-05,0.00010972668661046556,-0.00012523793085736536,0.003997345496489096,-0.0012254367404346644,0.009225949214950995,-0.0015029197828338747,0.0,0.08225996516548928,-0.0005404370102104471,-1.9077648188839568e-05,-0.09599661629612365,-8.532701016247909e-05,0.012626874250381068,-7.514676220508194e-05,0.0001401739886226769,0.0,0.0007343442473451872,-0.00813940567560277,0.0007765168555698549,0.0008601955269610271,0.00035520699075972616,0.004281019632196549,6.38487155639986e-06,0.030003883054336693,-3.121015819397997e-05,-0.0005318040659471476,-6.733976754201103e-05,0.00025342472540305667,0.0019839572186962123,0.0006084635184154568,0.010584874809512914,-0.04120598358401155,-0.007333651483311419,0.00016414575741133404,0.0009680863771104158,-3.8761711428538847e-07,0.002953378333240666,-0.05270827547504352,1.7783614369331165e-05,0.0,0.0,0.0,0.0,0.0,0.0,-4.96385655714126e-07,0.0,-2.8658679853713284e-06,0.0,1.6462001479115572e-07,0.0,0.0,0.0,0.0,0.0,4.317932256968196e-06,0.0,0.0,0.0,0.0,-1.93002460447526e-06,0.0,0.00014676273990867734,0.0,0.0,0.0,4.53995519994821e-06,0.0,1.214451547935276e-06,-1.33157434244374e-06,0.0,0.0,0.0,0.0,0.0,0.00019823129972494416,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
